Title: dummy

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5 Mg#
1000.00 1100.00 99.999999 252.597061 -1234481.036222 38.683553 135.671591 4.550 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1095.00 99.999999 252.102166 -1235159.362664 38.673976 135.658938 4.584 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1090.00 99.999999 251.605507 -1235837.625120 38.664400 135.645996 4.618 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1085.00 99.999999 251.107070 -1236515.822142 38.654824 135.632764 4.652 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1080.00 99.999999 250.606845 -1237193.952265 38.645247 135.619237 4.687 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1075.00 99.999999 250.104818 -1237872.014013 38.635671 135.605413 4.722 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1070.00 99.999932 249.600807 -1238549.104153 38.626068 135.591195 4.757 61.9391 2.9191 11.189 1.3449 7.28731 1.0264 1.7348 8.2942 1.9334 1.3541 0.977701 29.8
1000.00 1065.00 97.047808 241.658410 -1205743.455905 37.591977 131.328250 4.870 62.5094 2.89725 11.074 1.2101 7.09066 1.05762 1.61835 8.22163 1.92147 1.39207 1.00744 28.9
1000.00 1060.00 94.283015 234.209581 -1174974.624203 36.622130 127.346490 4.983 63.068 2.87009 10.9602 1.09221 6.88931 1.08864 1.51149 8.14653 1.90697 1.42958 1.03698 28.1
1000.00 1055.00 91.694081 227.223928 -1146123.654764 35.712630 123.627031 5.094 63.6141 2.83892 10.8477 0.989078 6.68495 1.11937 1.41343 8.06951 1.89017 1.46654 1.06626 27.4
1000.00 1050.00 89.269055 220.669904 -1119065.498030 34.859421 120.150718 5.204 64.1469 2.80484 10.7369 0.898734 6.47893 1.14978 1.32338 7.99108 1.8713 1.50291 1.09523 26.7
1000.00 1045.00 86.996166 214.516474 -1093676.061037 34.058512 116.899003 5.312 64.6663 2.76877 10.628 0.819421 6.27238 1.17982 1.24064 7.91167 1.85056 1.53864 1.12384 26.1
1000.00 1040.00 84.864135 208.733909 -1069835.578940 33.306078 113.854337 5.419 65.172 2.73143 10.5211 0.749608 6.06623 1.20946 1.16455 7.83165 1.82817 1.5737 1.15208 25.5
1000.00 1035.00 82.862358 203.294254 -1047430.712262 32.598522 111.000369 5.525 65.6641 2.69338 10.4165 0.687978 5.86126 1.23868 1.09452 7.75132 1.80429 1.60805 1.17991 25.0
1000.00 1030.00 80.980995 198.171550 -1026355.640928 31.932503 108.322040 5.630 66.1427 2.65505 10.3142 0.633408 5.65811 1.26746 1.03002 7.67091 1.77908 1.6417 1.20732 24.5
1000.00 1025.00 79.184996 193.282358 -1006209.124451 31.296140 105.760586 5.737 66.6262 2.61687 10.2171 0.584632 5.45733 1.29621 0.970162 7.57888 1.75321 1.67516 1.22424 24.1
1000.00 1020.00 77.222174 187.998032 -983640.105033 30.595806 102.950348 5.853 67.1716 2.51407 10.127 0.558233 5.28743 1.32244 0.904127 7.45141 1.72794 1.71345 1.22236 23.4
1000.00 1015.00 75.323516 182.890289 -961702.027688 29.916182 100.237355 5.970 67.7111 2.40143 10.0387 0.53877 5.12428 1.34705 0.841159 7.32308 1.70193 1.75214 1.22039 22.6
1000.00 1010.00 73.541862 178.089910 -941126.755757 29.277341 97.697144 6.085 68.2324 2.29594 9.95214 0.52116 4.96032 1.37071 0.783623 7.19912 1.67499 1.79002 1.21962 22.0
1000.00 1005.00 71.866803 173.569503 -921794.197602 28.675761 95.313875 6.199 68.7366 2.19701 9.8675 0.505171 4.7958 1.39343 0.731063 7.07916 1.64721 1.8271 1.21999 21.4
1000.00 1000.00 70.289609 169.305975 -903603.076069 28.108479 93.074194 6.312 69.2247 2.10407 9.78486 0.490598 4.63108 1.41525 0.68306 6.96294 1.61866 1.86339 1.2214 20.8
1000.00 995.00 68.802863 165.279614 -886466.921443 27.572975 90.966718 6.424 69.6975 2.01663 9.70429 0.477258 4.46659 1.43618 0.639222 6.85021 1.58943 1.89888 1.2238 20.3
1000.00 990.00 67.400172 161.473348 -870310.815592 27.067070 88.981605 6.535 70.1557 1.93424 9.6258 0.46499 4.30284 1.45621 0.599188 6.74078 1.55957 1.93358 1.22712 19.9
1000.00 985.00 66.075933 157.872152 -855068.785485 26.588847 87.110217 6.644 70.5997 1.85651 9.5494 0.453649 4.14034 1.47537 0.562617 6.6345 1.52917 1.96746 1.23133 19.5
1000.00 980.00 64.825143 154.462589 -840681.765988 26.136589 85.344858 6.753 71.0299 1.78305 9.47505 0.443108 3.97961 1.49366 0.529193 6.53126 1.4983 2.00051 1.23636 19.2
1000.00 975.00 63.643266 151.232458 -827096.056978 25.708732 83.678567 6.862 71.4467 1.71355 9.40269 0.433254 3.82117 1.51109 0.498623 6.43096 1.46702 2.03272 1.24219 18.9
1000.00 970.00 62.525707 148.169472 -814261.978674 25.303801 82.104390 6.969 71.8514 1.64769 9.33227 0.424002 3.66516 1.52717 0.470653 6.33342 1.43539 2.0641 1.24875 18.6
1000.00 965.00 61.435963 145.180049 -802158.718744 24.919193 80.570562 7.102 72.3251 1.58522 9.26446 0.416179 3.48536 1.49792 0.446813 6.22779 1.40313 2.09591 1.25207 18.6
1000.00 960.00 60.413581 142.363387 -790793.615823 24.557577 79.131446 7.234 72.78 1.52599 9.19811 0.408613 3.31352 1.46966 0.424901 6.12566 1.37073 2.12661 1.25618 18.6
1000.00 955.00 59.453071 139.705280 -780107.590687 24.217134 77.779170 7.365 73.217 1.46976 9.13317 0.401271 3.14943 1.44228 0.404706 6.02691 1.33826 2.15623 1.26102 18.6
1000.00 950.00 58.549498 137.192960 -770047.463717 23.896222 76.506684 7.494 73.6369 1.41627 9.0696 0.394125 2.99284 1.41567 0.386042 5.93143 1.30577 2.18479 1.2666 18.7
1000.00 945.00 57.698417 134.814936 -760565.298931 23.593359 75.307658 7.622 74.0405 1.36531 9.00735 0.387156 2.8435 1.38975 0.368748 5.83914 1.27333 2.21235 1.27291 18.8
1000.00 940.00 56.895822 132.560848 -751617.832601 23.307205 74.176403 7.748 74.4285 1.3167 8.94638 0.380346 2.70115 1.36444 0.352683 5.74996 1.24098 2.23892 1.27993 18.9
1000.00 935.00 49.519499 115.068190 -655555.250807 20.329542 64.510182 7.885 74.5484 1.28073 9.09797 0.35468 2.5078 1.30297 0.334678 5.58307 1.16973 2.52763 1.29236 19.2
1000.00 930.00 43.336149 100.434849 -574553.910798 17.819899 56.423293 7.981 74.5516 1.2577 9.21792 0.335377 2.30895 1.2902 0.308182 5.48632 1.09831 2.83063 1.31477 19.2
1000.00 925.00 38.407470 88.775245 -509907.837837 15.816605 49.980319 8.073 74.5365 1.23526 9.33837 0.317502 2.12583 1.27686 0.283924 5.39299 1.02937 3.12576 1.33766 19.2
1000.00 920.00 34.311631 79.094644 -456123.345452 14.149524 44.628933 8.166 74.5056 1.21261 9.46734 0.300138 1.95819 1.25787 0.262494 5.29603 0.961969 3.41743 1.36032 19.3
1000.00 915.00 30.843109 70.905822 -410519.169648 12.735638 40.099756 8.259 74.46 1.18985 9.60298 0.283404 1.80495 1.23437 0.243492 5.19734 0.896312 3.70445 1.38289 19.4
1000.00 910.00 27.853435 63.857234 -371157.571622 11.514954 36.198237 8.350 74.4004 1.16708 9.74359 0.267398 1.665 1.20748 0.226565 5.09859 0.832604 3.98574 1.40553 19.5
1000.00 905.00 25.230787 57.684646 -336577.886803 10.442249 32.777900 8.441 74.328 1.14438 9.8877 0.252186 1.53719 1.17816 0.211413 5.00117 0.771014 4.26037 1.42839 19.7
1000.00 900.00 22.887374 52.181285 -305631.689385 9.481968 29.723818 8.529 74.2437 1.12182 10.0342 0.237804 1.42043 1.14726 0.197788 4.90622 0.711652 4.52757 1.4516 19.9
1000.00 895.00 12.110462 27.528644 -161846.182679 5.018254 15.728962 8.587 74.0587 1.116 10.1933 0.231628 1.29433 1.18132 0.18214 4.9032 0.622141 4.72968 1.48764 20.1
1000.00 835.00 2.221855 4.011323 -27875.006259 0.763760 4.080148 -2.615 1.18628 0.129378 0.0130086 0.279012 0.000503403 1.61728 0.583908 52.1751 4.39632e-06 0.0117427 44.0038 100.0
1000.00 830.00 2.220478 3.989764 -27883.075972 0.763362 4.078293 -2.617 1.16863 0.12433 0.0125403 0.275697 0.000460207 1.59012 0.579357 52.2065 4.04403e-06 0.0113266 44.0311 100.0
1000.00 825.00 2.219131 3.968203 -27891.403787 0.762972 4.076478 -2.618 1.15133 0.119469 0.0120872 0.272438 0.000420576 1.5634 0.574886 52.2373 3.71787e-06 0.0109235 44.0578 100.0
1000.00 820.00 2.217813 3.946639 -27899.982609 0.762591 4.074702 -2.620 1.13439 0.114787 0.0116486 0.269233 0.000384224 1.53712 0.570496 52.2674 3.41604e-06 0.0105329 44.084 100.0
1000.00 815.00 2.216522 3.925067 -27908.805690 0.762218 4.072964 -2.621 1.11778 0.110279 0.0112242 0.266082 0.000350888 1.51127 0.566187 52.297 3.13686e-06 0.0101545 44.1096 100.0
1000.00 810.00 2.215259 3.903485 -27917.866610 0.761854 4.071262 -2.622 1.1015 0.105937 0.0108134 0.262985 0.000320324 1.48584 0.561958 52.3261 2.87876e-06 0.009788 44.1348 100.0
1000.00 805.00 2.214022 3.881891 -27927.159266 0.761497 4.069597 -2.624 1.08555 0.101755 0.0104159 0.259941 0.000292311 1.46081 0.557809 52.3545 2.64025e-06 0.00943295 44.1595 100.0
1000.00 800.00 2.212810 3.860281 -27936.677840 0.761148 4.067967 -2.625 1.06992 0.0977274 0.0100312 0.25695 0.000266642 1.43618 0.55374 52.3825 2.41998e-06 0.00908903 44.1836 100.0

spinel_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
1000.00 965.00 0.246750 0.502901 -1930.558472 0.061739 0.246042 (Ca0.01Mg0.20Fe''0.63Mn0.17Co0.00Ni0.00)2SiO4 31.4597 0 0 0 47.6282 12.2946 8.20796 0.409539 0 0 0
1000.00 960.00 0.470607 0.956690 -3675.182593 0.117619 0.468547 (Ca0.01Mg0.20Fe''0.63Mn0.17Co0.00Ni0.00)2SiO4 31.4239 0 0 0 47.705 12.416 8.0538 0.401269 0 0 0
1000.00 955.00 0.676521 1.371813 -5274.409533 0.168907 0.672580 (Ca0.01Mg0.19Fe''0.64Mn0.17Co0.00Ni0.00)2SiO4 31.3905 0 0 0 47.7688 12.5378 7.90996 0.393032 0 0 0
1000.00 950.00 0.866452 1.752547 -6744.933569 0.216113 0.860196 (Ca0.01Mg0.19Fe''0.64Mn0.17Co0.00Ni0.00)2SiO4 31.3592 0 0 0 47.8212 12.6595 7.77535 0.384843 0 0 0
1000.00 945.00 1.042111 2.102617 -8101.213936 0.259683 1.033185 (Ca0.01Mg0.19Fe''0.64Mn0.17Co0.00Ni0.00)2SiO4 31.3298 0 0 0 47.8636 12.7808 7.64903 0.376713 0 0 0
1000.00 940.00 1.204999 2.425278 -9355.796377 0.300006 1.193107 (Ca0.01Mg0.19Fe''0.64Mn0.17Co0.00Ni0.00)2SiO4 31.3022 0 0 0 47.8973 12.9017 7.53014 0.368652 0 0 0
1000.00 935.00 2.183060 4.384360 -16952.567784 0.543299 2.160027 (Ca0.01Mg0.19Fe''0.64Mn0.17Co0.00Ni0.00)2SiO4 31.2967 0 0 0 47.9317 12.9019 7.50942 0.360268 0 0 0
1000.00 930.00 2.684864 5.378568 -20818.381498 0.667548 2.651674 (Ca0.01Mg0.18Fe''0.64Mn0.18Co0.00Ni0.00)2SiO4 31.2553 0 0 0 47.6897 13.3721 7.32178 0.361161 0 0 0
1000.00 925.00 3.030153 6.054993 -23463.322046 0.752710 2.987309 (Ca0.01Mg0.18Fe''0.64Mn0.19Co0.00Ni0.00)2SiO4 31.2151 0 0 0 47.437 13.8461 7.1399 0.361816 0 0 0
1000.00 920.00 3.301313 6.580504 -25534.783298 0.819396 3.249274 (Ca0.01Mg0.17Fe''0.63Mn0.19Co0.00Ni0.00)2SiO4 31.1802 0 0 0 47.2051 14.272 6.98146 0.361353 0 0 0
1000.00 915.00 3.519321 6.997937 -27197.185352 0.872859 3.458595 (Ca0.01Mg0.17Fe''0.63Mn0.20Co0.00Ni0.00)2SiO4 31.1495 0 0 0 46.9942 14.6534 6.84298 0.359918 0 0 0
1000.00 910.00 3.698037 7.335549 -28558.537025 0.916563 3.629116 (Ca0.01Mg0.17Fe''0.63Mn0.20Co0.00Ni0.00)2SiO4 31.1225 0 0 0 46.8032 14.9954 6.72119 0.357653 0 0 0
1000.00 905.00 3.847102 7.612973 -29693.606591 0.952913 3.770439 (Ca0.01Mg0.16Fe''0.63Mn0.21Co0.00Ni0.00)2SiO4 31.0985 0 0 0 46.6306 15.303 6.61324 0.354692 0 0 0
1000.00 900.00 3.973503 7.844401 -30656.302791 0.983647 3.889495 (Ca0.01Mg0.16Fe''0.63Mn0.21Co0.00Ni0.00)2SiO4 31.077 0 0 0 46.4741 15.581 6.51677 0.351152 0 0 0
1000.00 895.00 4.345201 8.556956 -33506.906697 1.075010 4.244364 (Ca0.01Mg0.16Fe''0.62Mn0.23Co0.00Ni0.00)2SiO4 31.0335 0 0 0 45.7367 16.5638 6.31015 0.355935 0 0 0
1000.00 890.00 4.751537 9.334492 -36641.135625 1.175044 4.631603 (Ca0.01Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9931 0 0 0 44.8531 17.6776 6.11485 0.361382 0 0 0
1000.00 885.00 4.760638 9.331142 -36715.320604 1.176819 4.637134 (Ca0.01Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9869 0 0 0 44.8944 17.6741 6.09132 0.353316 0 0 0
1000.00 880.00 4.769614 9.327377 -36788.233904 1.178559 4.642498 (Ca0.01Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9807 0 0 0 44.9359 17.6708 6.0672 0.345379 0 0 0
1000.00 875.00 4.778468 9.323206 -36859.901624 1.180265 4.647699 (Ca0.01Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9744 0 0 0 44.9778 17.6677 6.04249 0.337568 0 0 0
1000.00 870.00 4.787205 9.318636 -36930.350173 1.181938 4.652740 (Ca0.01Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9679 0 0 0 45.0201 17.665 6.01721 0.329882 0 0 0
1000.00 865.00 4.795828 9.313676 -36999.606261 1.183579 4.657625 (Ca0.01Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9613 0 0 0 45.0626 17.6624 5.99135 0.32232 0 0 0
1000.00 860.00 4.804340 9.308333 -37067.696882 1.185188 4.662358 (Ca0.01Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9545 0 0 0 45.1056 17.6601 5.96491 0.314879 0 0 0
1000.00 855.00 4.812747 9.302616 -37134.649299 1.186768 4.666943 (Ca0.01Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9477 0 0 0 45.1488 17.658 5.93789 0.30756 0 0 0
1000.00 850.00 4.821051 9.296532 -37200.491029 1.188318 4.671382 (Ca0.01Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9407 0 0 0 45.1925 17.6561 5.91031 0.30036 0 0 0
1000.00 845.00 4.829257 9.290090 -37265.249828 1.189840 4.675681 (Ca0.01Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9336 0 0 0 45.2365 17.6545 5.88215 0.293277 0 0 0
1000.00 840.00 4.837368 9.283296 -37328.953677 1.191334 4.679842 (Ca0.00Mg0.15Fe''0.61Mn0.24Co0.00Ni0.00)2SiO4 30.9264 0 0 0 45.2809 17.653 5.85343 0.286312 0 0 0
1000.00 835.00 4.734964 9.062652 -36499.076295 1.165174 4.576775 (Ca0.00Mg0.14Fe''0.62Mn0.24Co0.00Ni0.00)2SiO4 30.9126 0 0 0 45.6267 17.3817 5.8009 0.278067 0 0 0
1000.00 830.00 4.745217 9.060146 -36579.024016 1.167204 4.582994 (Ca0.00Mg0.14Fe''0.62Mn0.24Co0.00Ni0.00)2SiO4 30.9052 0 0 0 45.6681 17.384 5.77124 0.271386 0 0 0
1000.00 825.00 4.755331 9.057183 -36657.565799 1.169194 4.589028 (Ca0.00Mg0.14Fe''0.62Mn0.24Co0.00Ni0.00)2SiO4 30.8977 0 0 0 45.71 17.3865 5.74101 0.264816 0 0 0
1000.00 820.00 4.765309 9.053775 -36734.741884 1.171147 4.594883 (Ca0.00Mg0.14Fe''0.62Mn0.24Co0.00Ni0.00)2SiO4 30.8901 0 0 0 45.7523 17.3891 5.71022 0.258356 0 0 0
1000.00 815.00 4.775159 9.049934 -36810.592184 1.173064 4.600564 (Ca0.00Mg0.14Fe''0.62Mn0.24Co0.00Ni0.00)2SiO4 30.8823 0 0 0 45.795 17.3918 5.67888 0.252005 0 0 0
1000.00 810.00 4.784883 9.045669 -36885.156639 1.174947 4.606076 (Ca0.00Mg0.14Fe''0.62Mn0.24Co0.00Ni0.00)2SiO4 30.8744 0 0 0 45.8381 17.3947 5.64697 0.245762 0 0 0
1000.00 805.00 4.794489 9.040992 -36958.474467 1.176795 4.611424 (Ca0.00Mg0.14Fe''0.62Mn0.24Co0.00Ni0.00)2SiO4 30.8665 0 0 0 45.8817 17.3977 5.61452 0.239627 0 0 0
1000.00 800.00 4.803982 9.035913 -37030.585014 1.178611 4.616614 (Ca0.00Mg0.14Fe''0.62Mn0.24Co0.00Ni0.00)2SiO4 30.8584 0 0 0 45.9257 17.4008 5.58152 0.233596 0 0 0

feldspar_1 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
1000.00 895.00 3.694633 8.135509 -49832.388346 1.469896 4.372220 K0.71Na0.26Ca0.03Al1.03Si2.97O8 64.9939 0 19.232 0 0 0 0 0.701155 2.91955 12.1534 0
1000.00 890.00 8.410244 18.456528 -113406.714879 3.345777 9.942402 K0.72Na0.24Ca0.03Al1.03Si2.97O8 64.9701 0 19.1929 0 0 0 0 0.674414 2.76391 12.3987 0
1000.00 885.00 8.427524 18.448629 -113675.302502 3.352450 9.958819 K0.72Na0.24Ca0.03Al1.03Si2.97O8 64.9801 0 19.1767 0 0 0 0 0.658709 2.74376 12.4407 0
1000.00 880.00 8.444116 18.438856 -113934.778736 3.358843 9.974413 K0.73Na0.24Ca0.03Al1.03Si2.97O8 64.9898 0 19.1607 0 0 0 0 0.643275 2.72353 12.4827 0
1000.00 875.00 8.460036 18.427257 -114185.366675 3.364961 9.989207 K0.73Na0.24Ca0.03Al1.03Si2.97O8 64.9992 0 19.145 0 0 0 0 0.628108 2.70321 12.5245 0
1000.00 870.00 8.475301 18.413875 -114427.281828 3.370813 10.003223 K0.73Na0.24Ca0.03Al1.03Si2.97O8 65.0083 0 19.1295 0 0 0 0 0.613205 2.68281 12.5662 0
1000.00 865.00 8.489928 18.398755 -114660.732487 3.376403 10.016485 K0.73Na0.24Ca0.03Al1.03Si2.97O8 65.0171 0 19.1142 0 0 0 0 0.598563 2.66233 12.6078 0
1000.00 860.00 8.503931 18.381937 -114885.920075 3.381740 10.029013 K0.74Na0.23Ca0.03Al1.03Si2.97O8 65.0255 0 19.0992 0 0 0 0 0.584179 2.64177 12.6494 0
1000.00 855.00 8.517326 18.363463 -115103.039472 3.386828 10.040830 K0.74Na0.23Ca0.03Al1.03Si2.97O8 65.0337 0 19.0843 0 0 0 0 0.570049 2.62113 12.6908 0
1000.00 850.00 8.530127 18.343371 -115312.279329 3.391673 10.051958 K0.74Na0.23Ca0.03Al1.03Si2.97O8 65.0416 0 19.0697 0 0 0 0 0.556171 2.60042 12.7321 0
1000.00 845.00 8.542348 18.321699 -115513.822363 3.396282 10.062419 K0.74Na0.23Ca0.03Al1.03Si2.97O8 65.0492 0 19.0554 0 0 0 0 0.542542 2.57962 12.7733 0
1000.00 840.00 8.554004 18.298484 -115707.845639 3.400659 10.072235 K0.75Na0.23Ca0.03Al1.03Si2.97O8 65.0565 0 19.0412 0 0 0 0 0.529158 2.55875 12.8144 0
1000.00 835.00 8.562761 18.268742 -115862.730117 3.403878 10.078661 K0.75Na0.22Ca0.03Al1.03Si2.97O8 65.0634 0 19.0272 0 0 0 0 0.516012 2.5377 12.8556 0
1000.00 830.00 8.573418 18.242757 -116043.479551 3.407845 10.087364 K0.75Na0.22Ca0.02Al1.02Si2.98O8 65.0702 0 19.0135 0 0 0 0 0.503111 2.51668 12.8965 0
1000.00 825.00 8.583544 18.215324 -116217.164608 3.411596 10.095486 K0.75Na0.22Ca0.02Al1.02Si2.98O8 65.0766 0 19 0 0 0 0 0.490447 2.49559 12.9374 0
1000.00 820.00 8.593151 18.186475 -116383.944744 3.415134 10.103050 K0.76Na0.22Ca0.02Al1.02Si2.98O8 65.0828 0 18.9867 0 0 0 0 0.478016 2.47443 12.9781 0
1000.00 815.00 8.602252 18.156240 -116543.972478 3.418465 10.110082 K0.76Na0.22Ca0.02Al1.02Si2.98O8 65.0887 0 18.9735 0 0 0 0 0.465817 2.45319 13.0188 0
1000.00 810.00 8.610858 18.124652 -116697.399518 3.421594 10.116608 K0.76Na0.22Ca0.02Al1.02Si2.98O8 65.0943 0 18.9606 0 0 0 0 0.453847 2.43189 13.0593 0
1000.00 805.00 8.618979 18.091738 -116844.370612 3.424524 10.122655 K0.76Na0.21Ca0.02Al1.02Si2.98O8 65.0997 0 18.9479 0 0 0 0 0.442102 2.41052 13.0998 0
1000.00 800.00 8.626629 18.057529 -116985.028243 3.427260 10.128253 K0.77Na0.21Ca0.02Al1.02Si2.98O8 65.1048 0 18.9354 0 0 0 0 0.43058 2.38908 13.1401 0

clinopyroxene_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp structure formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
1000.00 1065.00 0.788436 1.752228 -9464.007765 0.235701 0.900673 cpx Na0.02Ca0.74Fe''0.42Mg0.69Fe'''0.07Ti0.02Al0.16Si1.87O6 49.0792 0.863325 3.63683 2.49719 13.3371 0 12.2449 18.1029 0.238491 0 0
1000.00 1060.00 1.564379 3.467412 -18747.644275 0.467172 1.784143 cpx Na0.02Ca0.74Fe''0.43Mg0.68Fe'''0.07Ti0.02Al0.16Si1.87O6 49.0666 0.86788 3.59001 2.42617 13.6183 0 12.0578 18.1346 0.238674 0 0
1000.00 1055.00 2.322719 5.134579 -27792.476285 0.692925 2.644762 cpx Na0.02Ca0.74Fe''0.44Mg0.68Fe'''0.07Ti0.02Al0.16Si1.87O6 49.0539 0.871444 3.5448 2.36087 13.8867 0 11.8772 18.1663 0.238843 0 0
1000.00 1050.00 3.059846 6.746182 -36558.353360 0.911922 3.478621 cpx Na0.02Ca0.74Fe''0.45Mg0.67Fe'''0.07Ti0.03Al0.16Si1.87O6 49.0407 0.87436 3.50133 2.30085 14.1425 0 11.703 18.1982 0.239019 0 0
1000.00 1045.00 3.773399 8.297494 -45020.254866 1.123498 4.283249 cpx Na0.02Ca0.75Fe''0.46Mg0.66Fe'''0.06Ti0.03Al0.16Si1.87O6 49.0272 0.876912 3.45965 2.24565 14.386 0 11.5349 18.2305 0.239215 0 0
1000.00 1040.00 4.462009 9.786005 -53165.042412 1.327288 5.057305 cpx Na0.02Ca0.75Fe''0.47Mg0.65Fe'''0.06Ti0.03Al0.15Si1.87O6 49.0133 0.879328 3.41981 2.19481 14.6171 0 11.373 18.2632 0.239444 0 0
1000.00 1035.00 5.125044 11.210852 -60988.430302 1.523144 5.800295 cpx Na0.02Ca0.75Fe''0.48Mg0.64Fe'''0.06Ti0.03Al0.15Si1.88O6 48.999 0.881789 3.38182 2.1479 14.8362 0 11.2171 18.2965 0.239714 0 0
1000.00 1030.00 5.762413 12.572348 -68492.449162 1.711078 6.512325 cpx Na0.02Ca0.75Fe''0.48Mg0.63Fe'''0.06Ti0.03Al0.15Si1.88O6 48.9844 0.884438 3.34565 2.10453 15.0431 0 11.0673 18.3306 0.240029 0 0
1000.00 1025.00 6.382631 13.889538 -75781.669681 1.893659 7.203229 cpx Na0.02Ca0.75Fe''0.49Mg0.62Fe'''0.06Ti0.03Al0.15Si1.88O6 48.9697 0.887537 3.31121 2.06413 15.2377 0 10.9237 18.3656 0.240382 0 0
1000.00 1020.00 7.049355 15.298651 -83495.363639 2.088742 7.940358 cpx Na0.02Ca0.76Fe''0.50Mg0.61Fe'''0.06Ti0.03Al0.15Si1.88O6 48.9166 0.873666 3.27887 2.07527 15.5358 0 10.7116 18.3674 0.240771 0 0
1000.00 1015.00 7.687816 16.638281 -90811.742071 2.274725 8.641868 cpx Na0.02Ca0.76Fe''0.51Mg0.60Fe'''0.06Ti0.02Al0.15Si1.88O6 48.8534 0.856631 3.24833 2.10079 15.8519 0 10.486 18.3617 0.241299 0 0
1000.00 1010.00 8.285629 17.882849 -97619.017259 2.448261 9.295282 cpx Na0.02Ca0.76Fe''0.52Mg0.59Fe'''0.06Ti0.02Al0.15Si1.88O6 48.7906 0.840973 3.21932 2.12761 16.1546 0 10.2675 18.3575 0.24196 0 0
1000.00 1005.00 8.847802 19.043980 -103983.400367 2.610916 9.906638 cpx Na0.02Ca0.76Fe''0.53Mg0.58Fe'''0.06Ti0.02Al0.15Si1.88O6 48.7288 0.826555 3.19168 2.15546 16.443 0 10.0568 18.3549 0.242741 0 0
1000.00 1000.00 9.378391 20.131127 -109959.204265 2.763961 10.480858 cpx Na0.02Ca0.76Fe''0.54Mg0.57Fe'''0.06Ti0.02Al0.14Si1.88O6 48.6688 0.813254 3.16526 2.18402 16.7161 0 9.85483 18.3541 0.243629 0 0
1000.00 995.00 9.880676 21.151982 -115591.009597 2.908433 11.021957 cpx Na0.02Ca0.76Fe''0.55Mg0.56Fe'''0.06Ti0.02Al0.14Si1.88O6 48.6108 0.800955 3.13994 2.21299 16.9732 0 9.66209 18.3554 0.244611 0 0
1000.00 990.00 10.357316 22.112819 -120915.444385 3.045179 11.533214 cpx Na0.02Ca0.76Fe''0.56Mg0.55Fe'''0.07Ti0.02Al0.14Si1.88O6 48.5555 0.789556 3.11562 2.24204 17.214 0 9.47903 18.3586 0.245675 0 0
1000.00 985.00 10.810470 23.018777 -125962.667128 3.174890 12.017313 cpx Na0.02Ca0.76Fe''0.57Mg0.54Fe'''0.07Ti0.02Al0.14Si1.88O6 48.5031 0.778961 3.09217 2.27087 17.4381 0 9.30595 18.3641 0.246809 0 0
1000.00 980.00 11.241906 23.874090 -130757.609941 3.298135 12.476469 cpx Na0.02Ca0.76Fe''0.57Mg0.53Fe'''0.07Ti0.02Al0.14Si1.88O6 48.4539 0.769082 3.06951 2.29917 17.6456 0 9.14294 18.3718 0.248 0 0
1000.00 975.00 11.653088 24.682293 -135321.017960 3.415389 12.912522 cpx Na0.02Ca0.77Fe''0.58Mg0.52Fe'''0.07Ti0.02Al0.14Si1.88O6 48.4082 0.759839 3.04756 2.32667 17.8368 0 8.98998 18.3817 0.249237 0 0
